102	437	32	16.36
134	4035	4	23.38
154	5216	3	21.09
129	2945	3	8.77
1927	105	8	9.92
178	822	3	7.38
1077	8	11	23.89
2472	149	4	17.31
123	4452	4	20.35
105	5756	3	6.9
109	148	80	14.82
1859	120	4	7.33
102	481	29	11.93
274	153	7	7.38
657	112	24	64.42
13	7	44	13.31
263	250	4	8.6
228	1479	3	15.48
663	1364	3	20.89
124	2873	3	7.75
1726	149	4	14.16
808	109	13	16.26
166	1962	3	11.97
121	1571	5	9.31
200	1554	5	29.64
569	12	24	7.82
943	129	6	10.21
102	4689	4	6.81
120	2352	4	8.4
111	4487	3	7.22
4918	108	3	8.3
2752	117	6	19.34
507	930	3	17.25
3729	102	5	8.52
197	134	82	354.02
129	152	63	77.85
340	9	32	63.29
831	102	22	25.98
4244	107	3	6.68
340	305	4	12.57
197	341	4	8.02
3219	108	4	6.64
104	1838	10	19.9
116	113	310	98.73
4929	9	3	12.88
2168	108	8	16.45
249	62	20	15.62
101	888	21	9.22
142	154	287	2080.5
3479	125	3	9.27
119	1137	6	8.45
1074	104	15	16.4
124	569	13	24.21
4517	129	3	12.34
160	1933	3	10.88
4873	223	3	27.48
108	598	18	15.19
886	223	5	23.17
134	468	24	87.3
526	2	6	7.01
141	1764	3	7.47
1012	113	12	26.24
347	111	25	26.55
872	62	8	12.01
1465	111	6	8.11
1121	104	13	13.2
3269	9	5	21.47
105	152	123	13.49
239	124	30	51.48
7	1228	9	8.25
5845	129	3	16.71
254	262	5	12.8
113	253	20	6.64
119	427	12	7.83
104	1075	13	9.21
602	312	3	10.71
130	1838	5	13.79
119	471	14	14.46
113	154	289	1109.34
576	110	16	17.4
4035	134	4	23.38
147	184	15	15.26
177	1140	3	9.26
1420	102	12	14.51
3018	115	3	7.46
437	102	32	16.36
1082	128	5	7.27
12	575	23	6.98
4024	8	4	16.75
307	565	3	10.72
3924	142	3	15.22
107	174	71	10.57
1615	118	6	10.12
4706	123	3	10.92
120	1828	4	7.33
107	119	455	40.73
125	1268	5	8.59
134	4873	3	17.53
277	287	5	15.95
868	426	3	18.04
343	379	3	8.46
148	2172	3	10.45
663	103	21	9.01
895	114	8	9.05
200	85	7	14.65
951	101	20	8.61
608	181	3	7.65
284	189	21	100.52
112	1125	7	8.51
108	3219	4	6.64
403	294	3	8.3
663	245	6	27.89
4784	419	3	32.36
284	340	3	7.01
110	1622	6	6.88
116	5919	3	12.11
583	522	3	13.6
2105	151	3	10.24
277	6	3	10.11
3934	116	3	7.9
3990	105	4	9.2
114	2461	4	6.73
4879	8	3	12.56
378	204	4	8.05
132	114	117	45.13
3209	119	3	7.01
1117	101	17	6.79
134	5190	3	17.53
617	146	8	26.81
122	779	7	9.98
12	153	163	16.76
2365	114	4	7.99
3237	130	4	16.7
162	1293	4	13.65
3200	3794	4	65.59
114	4635	3	8.34
3252	8	5	20.94
210	105	52	12.26
149	511	5	7.37
1867	118	6	12.78
184	133	19	13.71
116	4001	3	7.9
112	1380	6	7.05
106	697	18	8.39
418	347	5	20.53
105	461	26	15.1
123	1623	4	7.07
9	223	103	439.22
154	1010	8	31.15
382	457	3	10.15
1367	107	11	12.36
102	3693	5	8.52
714	192	6	23.32
2267	9	6	20.28
3768	125	3	9.27
6272	107	3	6.68
1215	124	6	11.6
139	1570	3	6.83
153	262	12	22.44
142	1269	6	19.83
381	611	3	11.81
393	399	7	36.96
371	258	3	6.87
153	147	49	92.62
195	771	3	9
204	129	19	13.58
437	551	3	12.22
119	62	153	29.06
472	1133	17	193.08
1274	140	4	9.9
4408	110	4	14.18
106	4490	4	8.26
1498	136	4	9.96
4041	9	3	8.63
919	134	11	36.45
1396	107	11	12.36
220	807	4	14.97
6166	117	3	12.4
1009	852	3	20.98
2078	62	4	7.66
114	1885	5	8.41
107	4115	4	8.91
3356	9	4	12.42
1288	104	10	6.84
507	811	4	23.1
154	1835	5	21.62
1755	125	4	7.58
139	223	48	170.53
246	2770	3	19.08
124	147	38	7.89
864	178	3	8.43
641	111	12	10.39
5372	110	3	10.64
177	193	7	7.05
778	540	3	16.17
920	104	16	13.41
804	161	4	9.01
119	1496	7	14.43
573	102	32	37.48
436	3004	3	25.78
113	1269	8	12.92
134	3898	4	23.38
9	3861	4	17.18
733	370	3	12.91
257	1909	5	36.96
2545	103	7	11.21
155	847	5	13.43
523	144	19	76.37
17	101	146	14.62
120	748	8	9.49
487	170	4	7.95
336	7	25	10.45
374	430	3	10.15
818	342	3	13.31
1283	128	5	8.47
926	194	3	9.58
1976	148	3	8.95
476	120	11	9.01
1070	101	16	11.39
103	963	14	10.15
108	421	21	7.94
619	270	3	10.38
690	200	3	8.67
142	966	9	32.38
3491	116	4	11.43
109	2194	6	11.08
12	3276	5	8.32
405	419	5	22.44
102	2515	6	10.22
102	4586	4	6.81
422	3221	3	26.34
4986	4913	3	54.67
1194	109	14	38.75
851	142	10	37.43
208	121	19	6.87
6407	114	3	12.57
1809	123	10	44.39
1031	106	14	11.44
3136	137	3	10.47
258	561	3	9.01
275	159	8	12.89
2905	111	5	13.92
762	588	3	16.17
103	528	27	12
1822	104	9	12.33
108	4780	3	8.3
110	102	865	55.82
163	117	46	12.74
410	253	3	7.38
110	6423	3	10.64
788	251	4	18.02
4689	102	4	6.81
262	107	40	12.71
1344	131	4	6.81
120	14	963	14.61
2130	102	7	7.01
1727	163	3	10.51
4986	448	3	32.63
115	2939	3	7.46
223	1361	3	13.16
419	2168	4	30.91
206	323	4	7.32
226	330	4	9.06
6	223	6	24.01
9	5270	3	12.88
197	2239	4	24.79
8	2883	4	9.64
153	2620	4	18.86
499	328	3	9.72
296	221	4	7.82
119	2478	5	12.24
222	796	3	10.22
3498	62	3	7.95
146	1937	4	16.44
393	2299	4	32.72
117	832	8	6.86
915	131	5	7.06
112	1894	5	8.65
117	756	8	6.86
1853	104	9	12.33
116	3491	4	11.43
184	774	4	12.54
2176	145	3	9.91
12	762	19	10.92
138	972	8	24.74
105	2361	7	10.84
404	134	20	54.3
223	589	3	7.99
1455	134	5	12.79
3604	123	4	15.5
108	1115	10	7.57
3464	105	5	11.5
113	966	9	11.27
104	106	1486	52.51
973	181	3	8.71
180	896	3	8.15
266	12	55	32.41
586	374	3	11.35
204	702	3	8.04
2480	247	3	18.07
117	2556	4	7.79
254	1025	3	13.46
833	216	3	10.41
301	775	3	11.96
107	4396	4	8.91
816	142	14	60.21
114	109	264	20.67
4062	12	4	6.65
4118	112	4	15.87
62	596	10	11.65
1127	366	3	16.02
111	4021	4	15.2
107	4244	3	6.68
123	1321	7	16.2
540	465	3	13.93
2810	1281	5	61.51
139	2003	3	8.1
122	3003	5	21.14
1925	121	7	22.41
4680	112	3	7.69
1342	2437	3	29.08
300	120	14	7.79
